Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Safe Place,"Emily gaat als nanny aan de slag op een Frans landgoed. Ze leidt er een luxeleven maar onder de idylle gaan gevaarlijke geheimen schuil en als zij daar niet in meegaat, dreigt er groot gevaar... Het veilige huis van Anna Downes is een psychologische thriller voor de fans van Nicci French. Het leven van Emily is op een dieptepunt beland, maar dan krijgt zij de kans van haar leven. Haar baas Scott vraagt haar als nanny aan de slag te gaan op het Franse landgoed waar zijn vrouw en dochtertje wonen. Emily wordt erheen gevlogen in een privéjet en is gecharmeerd van Scotts vrouw Nina en hun dochtertje. Ze leiden een luxeleven, maar al snel krijgt Emily twijfels. Waarom wonen ze zo geïsoleerd? Waarom spreekt het dochtertje geen woord tegen haar? Emily beseft dat onder de idylle gevaarlijke geheimen schuilgaan, en dat als zij niet meegaat in Scott en Nina’s verhaal, het paradijselijke leventje wel eens een gevangenis zou kunnen worden waaruit ontsnappen onmogelijk is... Een thriller die pijnlijk blootlegt hoe de grenzen opschuiven als het gaat om het beschermen van de façade van een perfect leven.",['Anna Downes'],http://books.google.com/books/content?id=zKHYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zKHYDwAAQBAJ&pg=PP1&dq=The+Safe+Place&hl=&cd=1&source=gbs_api,De Fontein Romans & Spanning,2020-06-23,https://play.google.com/store/books/details?id=zKHYDwAAQBAJ&source=gbs_api,['Fiction'],
R.J. Mitchell: Schooldays to Spitfire,"This book tells the definitive story of how the Spitfire, Britain's WWII single-seat fighter plane, was designed, built, and tested, and how close it came to not happening at all.",['Gordon Mitchell'],http://books.google.com/books/content?id=uSoStAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=uSoStAEACAAJ&dq=R.J.+Mitchell:+Schooldays+to+Spitfire&hl=&cd=1&source=gbs_api,Tempus Pub Limited,2006,http://books.google.nl/books?id=uSoStAEACAAJ&dq=R.J.+Mitchell:+Schooldays+to+Spitfire&hl=&source=gbs_api,['Business & Economics'],
Street Bikes,"Describes the history and types of street motorcycles, and gives information on their uses, parts, safety, and clubs.",['Rachel Eagen'],http://books.google.com/books/content?id=ibrthjdNbIoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ibrthjdNbIoC&pg=PA12&dq=Street+Bikes&hl=&cd=1&source=gbs_api,Crabtree Publishing Company,2007,http://books.google.nl/books?id=ibrthjdNbIoC&dq=Street+Bikes&hl=&source=gbs_api,['Juvenile Nonfiction'],
Range War at Keno,,['Paul Evan Lehman'],,http://books.google.nl/books?id=v4o6JQAACAAJ&dq=Range+War+at+Keno&hl=&cd=1&source=gbs_api,,1990-01-01,http://books.google.nl/books?id=v4o6JQAACAAJ&dq=Range+War+at+Keno&hl=&source=gbs_api,['Large print books'],
Fire and Ice: Two Deadly Disasters (Fire at Peshtigo; Shipwreck on Lake Michigan),"“Lighthouses are a reflection of the human spirit and a mirror to our past.”—from the Introduction No symbol is more synonymous with Wisconsin’s rich maritime traditions than the lighthouse. These historic beacons conjure myriad notions of a bygone era: romance, loneliness, and dependability; dedicated keepers manning the lights; eerie tales of haunted structures and ghosts of past keepers; mariners of yesteryear anxiously hoping to make safe haven around rocky shorelines. If these sentinels could talk, imagine the tales they would tell of ferocious Great Lakes storms taking their toll on vessels and people alike. In this fully updated edition of Wisconsin Lighthouses, Ken and Barb Wardius tell those tales, taking readers on an intimate tour of lighthouses on Lake Superior, Lake Michigan, and Lake Winnebago. Both delightful storytellers and accomplished photographers, the couple complement their engaging text with more than 100 stunning color photographs, along with dozens of archival photos, maps, documents, and artifacts. Detailed “how to get there” directions, up-to-the-minute status reports on each light, and sidebars on everything from lighthouse vocabulary to the often lonely lives of lightkeepers make this the definitive book on Wisconsin’s lighthouses.","['Ken Wardius', 'Barb Wardius']",http://books.google.com/books/content?id=iVecpMd_5AAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=iVecpMd_5AAC&pg=PA195&dq=Fire+and+Ice:+Two+Deadly+Disasters+(Fire+at+Peshtigo%3B+Shipwreck+on+Lake+Michigan)&hl=&cd=1&source=gbs_api,Wisconsin Historical Society,2013-10-17,https://play.google.com/store/books/details?id=iVecpMd_5AAC&source=gbs_api,['History'],1.0
"Collector's Guide to Tinker Toys, Identification & Value Guide",Lists a variety of services related to collectibles from autographs and porcelain to toys and wicker,"['Ralph M. Kovel', 'Terry H. Kovel']",http://books.google.com/books/content?id=XBt20aZ7glMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=XBt20aZ7glMC&q=Collector%27s+Guide+to+Tinker+Toys,+Identification&dq=Collector%27s+Guide+to+Tinker+Toys,+Identification&hl=&cd=1&source=gbs_api",Random House Reference,1999,"http://books.google.nl/books?id=XBt20aZ7glMC&dq=Collector%27s+Guide+to+Tinker+Toys,+Identification&hl=&source=gbs_api",['Antiques & Collectibles'],
Insight Guide Caribbean (Insight Guides Caribbean),"Let us guide you on every step of your travels. From deciding when to go, to choosing what to see when you arrive, Insight Guides Caribbean: The Lesser Antilles, is all you need to plan your trip and experience the best of the Caribbean, with in-depth insider information on must-see, top attractions like Palm Beach, Mango Festival, dolphin watching, Bonaire Marine Park and Den Paradera, and hidden cultural gems like the beautiful island of Monserrat. This book is ideal for travellers seeking immersive cultural experiences, from exploring Saint Lucia's Pitons, Martinique's Jardins de Balata and Guadeloupe's Reserve Cousteau, to discovering Tobago's dive sites and hiking Trinidad's northern coastline. - In-depth on history and culture: explore the region's vibrant history and culture, and understand its modern-day life, people and politics - Excellent Editor's Choice: uncover the best of the Caribbean's Lesser Antilles, which highlights the most special places to visit around the region - Invaluable and practical maps: get around with ease thanks to detailed maps that pinpoint the key attractions featured in every chapter - Informative tips: plan your travels easily with an A to Z of useful advice on everything from climate to tipping - Inspirational colour photography: discover the best destinations, sights, and excursions, and be inspired by stunning imagery - Inventive design makes for an engaging, easy-reading experience - Covers: The US Virgin Islands, the British Virgin Islands, Anguilla, Sint Maarten, St-Barthélemy, Saba, St Eustatius, St Kitts and Nevis, Antigua and Barbuda, Montserrat, Guadeloupe, Dominica, Martinique, St Lucia, St Vincent and the Grenadines, Grenada, Barbardos, Trinidad, Tobago, Curaçao, Aruba and Bonaire. About Insight Guides: Insight Guides is a pioneer of full-colour guide books, with almost 50 years' experience of publishing high-quality, visual travel guides with user-friendly, modern design. We produce around 400 full-colour print guide books and maps, as well as phrase books, picture-packed eBooks and apps to meet different travellers' needs. Insight Guides' unique combination of beautiful travel photography and focus on history and culture create a unique visual reference and planning tool to inspire your next adventure.",['Insight Guides'],http://books.google.com/books/content?id=Y5enDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Y5enDwAAQBAJ&printsec=frontcover&dq=Insight+Guide+Caribbean+(Insight+Guides+Caribbean)&hl=&cd=1&source=gbs_api,Apa Publications (UK) Limited,2019-08-01,https://play.google.com/store/books/details?id=Y5enDwAAQBAJ&source=gbs_api,['Travel'],
"Easy to make, good to eat",,['Melissa Hemsley'],http://books.google.com/books/content?id=IuehzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=IuehzgEACAAJ&dq=Easy+to+make,+good+to+eat&hl=&cd=1&source=gbs_api",Ebury Press,2022-05-19,"http://books.google.nl/books?id=IuehzgEACAAJ&dq=Easy+to+make,+good+to+eat&hl=&source=gbs_api",,
L'Alchimiste (Coffragants) (French Edition),,,http://books.google.com/books/content?id=P6cPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=P6cPAQAAMAAJ&pg=RA4-PA11&dq=L%27Alchimiste+(Coffragants)+(French+Edition)&hl=&cd=1&source=gbs_api,,2002,http://books.google.nl/books?id=P6cPAQAAMAAJ&dq=L%27Alchimiste+(Coffragants)+(French+Edition)&hl=&source=gbs_api,['Québec (Province)'],
Through Many Windows,"Stories depict turning points in the lives of an alcoholic struggling to stop drinking, a disillusioned young doctor, a man coping with the death of his wife, and other characters",['Arthur Gordon'],http://books.google.com/books/content?id=4pJVX95-yegC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=4pJVX95-yegC&q=Through+Many+Windows&dq=Through+Many+Windows&hl=&cd=1&source=gbs_api,Fleming H Revell Company,1983,http://books.google.nl/books?id=4pJVX95-yegC&dq=Through+Many+Windows&hl=&source=gbs_api,['Fiction'],
King of the Gypsies,,['Bartley Gorman with Peter Walsh'],http://books.google.com/books/content?id=tK3jCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=tK3jCwAAQBAJ&printsec=frontcover&dq=King+of+the+Gypsies&hl=&cd=1&source=gbs_api,Milo Books Ltd,2016-04-06,https://play.google.com/store/books/details?id=tK3jCwAAQBAJ&source=gbs_api,['Sports & Recreation'],
An Antebellum Plantation Household: Including the South Carolina Low Country Receipts and Remedies of Emily Wharton Sinkler with Eighty-Two Newly Dis (Women's Diaries and Letters of the South),"This receipt book provides a flavorful record of plantation cooking, folk medicine, travel, and social life in the antebellum South, with 82 recently discovered additional receipts.",['Anne Sinkler Whaley LeClercq'],http://books.google.com/books/content?id=1fhNklCDPvYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1fhNklCDPvYC&printsec=frontcover&dq=An+Antebellum+Plantation+Household:+Including+the+South+Carolina+Low+Country+Receipts+and+Remedies+of+Emily+Wharton+Sinkler+with+Eighty-Two+Newly+Dis+(Women%27s+Diaries+and+Letters+of+the+South)&hl=&cd=1&source=gbs_api,Univ of South Carolina Press,2006,http://books.google.nl/books?id=1fhNklCDPvYC&dq=An+Antebellum+Plantation+Household:+Including+the+South+Carolina+Low+Country+Receipts+and+Remedies+of+Emily+Wharton+Sinkler+with+Eighty-Two+Newly+Dis+(Women%27s+Diaries+and+Letters+of+the+South)&hl=&source=gbs_api,['Cooking'],1.0
James Dean (Sutton Pocket Biographies),"They called him America's first teenager, James Dean starred in just three films but his death in 1955 aged 24 - dying as he lived - made him an icon of the rebellious youth culture that he had symbolised in Rebel without Cause. This biography explores the myth that built up around Dean's turbulent private life and unravels the truth behind it.",['William Hall'],http://books.google.com/books/content?id=Q5iNQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Q5iNQgAACAAJ&dq=James+Dean+(Sutton+Pocket+Biographies)&hl=&cd=1&source=gbs_api,Sutton Pub Limited,1999,http://books.google.nl/books?id=Q5iNQgAACAAJ&dq=James+Dean+(Sutton+Pocket+Biographies)&hl=&source=gbs_api,['Biography & Autobiography'],
The Portable Oscar Wilde: 2,"Includes the following works: Novels- The Portrait of Dorian Gray; Plays-Salome and The Importance of Being Earnest; Writings-De Profundis, Critic as Artist, and Phrases and Philosophies for the Use of the Very Young; and selections from Lady Windermere's Fan, An Ideal Husband, and A Woman of No Importance. The Picture of Dorian Gray, Salome and The Importance of Being Earnest are accompanied by Wilde's prison memoirs, poems, and selected correspondence.",['Oscar Wilde'],http://books.google.com/books/content?id=vIBbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=vIBbAAAAMAAJ&q=The+Portable+Oscar+Wilde:+2&dq=The+Portable+Oscar+Wilde:+2&hl=&cd=1&source=gbs_api,Viking Adult,1981,http://books.google.nl/books?id=vIBbAAAAMAAJ&dq=The+Portable+Oscar+Wilde:+2&hl=&source=gbs_api,['English drama'],6.0
A Fistful of Agates,,['Jane Larson Wipf'],http://books.google.com/books/content?id=8D5K3WP1WX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=8D5K3WP1WX4C&dq=A+Fistful+of+Agates&hl=&cd=1&source=gbs_api,"Vantage Press, Inc",2004-02,http://books.google.nl/books?id=8D5K3WP1WX4C&dq=A+Fistful+of+Agates&hl=&source=gbs_api,['Biography & Autobiography'],
Anno Dracula,"It is 1888 and Queen Victoria has remarried, taking as her new consort Vlad Tepes, the Wallachian Prince infamously known as Count Dracula. Peppered with familiar characters from Victorian history and fiction, the novel tells the story of vampire Geneviève Dieudonné and Charles Beauregard of the Diogenes Club as they strive to solve the mystery of the Ripper murders. Anno Dracula is a rich and panoramic tale, combining horror, politics, mystery and romance to create a unique and compelling alternate history. Acclaimed novelist Kim Newman explores the darkest depths of a reinvented Victorian London. This brand-new edition of the bestselling novel contains unique bonus material, including a new afterword from Kim Newman, annotations, articles and alternate endings to the original novel.",['Kim Newman'],http://books.google.com/books/content?id=zoO_BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zoO_BgAAQBAJ&printsec=frontcover&dq=Anno+Dracula&hl=&cd=1&source=gbs_api,Titan Books,2011-08-08,https://play.google.com/store/books/details?id=zoO_BgAAQBAJ&source=gbs_api,['Fiction'],35.0
Drive Right: You Are the Driver,,"['Margaret L. Johnson', 'Owen Crabb', 'Arthur A. Opfer', 'Randall R. Thiel', 'Frederik R. Mottola']",http://books.google.com/books/content?id=2R4KAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=2R4KAAAACAAJ&dq=Drive+Right:+You+Are+the+Driver&hl=&cd=1&source=gbs_api,Scott Foresman & Company,2000-01-01,http://books.google.nl/books?id=2R4KAAAACAAJ&dq=Drive+Right:+You+Are+the+Driver&hl=&source=gbs_api,['Juvenile Nonfiction'],
Adventure Sports: Advanced Skiing,,['Martyn Hurn'],,http://books.google.nl/books?id=rQAxzgEACAAJ&dq=Adventure+Sports:+Advanced+Skiing&hl=&cd=1&source=gbs_api,,1990,http://books.google.nl/books?id=rQAxzgEACAAJ&dq=Adventure+Sports:+Advanced+Skiing&hl=&source=gbs_api,,
Impressionism,"Examines the use of cafes, opera houses, dance halls, theaters, racetracks, and the seaside in impressionist French paintings",['Robert L. Herbert'],http://books.google.com/books/content?id=p93wb_p4ndgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=p93wb_p4ndgC&dq=Impressionism&hl=&cd=1&source=gbs_api,Yale University Press,1988-01-01,http://books.google.nl/books?id=p93wb_p4ndgC&dq=Impressionism&hl=&source=gbs_api,['Art'],
Armed Response: A Comprehensive Guide to Using Firearms for Self-Defense,"?Armed Response? is a comprehensive guide for using firearms for defense before, during, and after, a life threatening assault. From learning what to ask yourself before deciding to carrying a gun, how to choose a gun that?s right for you, what to look for in holsters, how to carry a concealed gun, proper training techniques, and the legal issues and implications of using of lethal force, ?Armed Response? is, by far, the most complete resource available.This book is the culmination of hard-learned experience and instruction from internationally recognized use of force instructors. These are valuable real-life lessons about preparing to face a lethal threat, winning a gun fight, and surviving the ensuing court battle that can not be found outside of expensive tactical schools.WHAT THE EXPERTS SAY""An excellent starting text for the first-time gun owner or the citizen just beginning to explore armed self-defense."" Massad Ayoob - Director, Lethal Force Institute ""'Armed Response' is the best and most complete overview of defensive shooting that I have seen. Anyone interested in using a firearm for self-defense purposes needs to read this book. It will save you a lot of money, a lot of time... and possibly much more!"" Ralph Mroz - Police trainer and author ""If you are considering a concealed carry weapon, David Kenik's 'Armed Response' is an excellent source of knowledge that covers the logical steps to going armed in the 21st Century."" Ken Hackathorn - Author and tactical small arms instructor ""This book is a solid must read for someone breaking into practical, tactical handgun self-defense and a great reference text for an old-hand."" Hock Hocheim - Military, civilian, and police martial arts trainer and consultant ""Defending the family against a terrorist or criminal is not the same as shooting a paper target, thus firearm enthusiasts need direction if they are to be successful at their defensive goals. They will set off on the right track and find everything they need in this book. I recommend it highly."" Gabe Suarez - Internationally recognized authority on reality-based combat training""David Kenik is the 'every man' of defensive firearms... a refreshing change in a world full of self-professed experts and weekend commandos.'Armed Response' is a well thought out book on what isneeded for personal defense with a firearm. Heed its lessons."" Dave Spaulding - Law enforcement officer, defensive trainer, and writer",['David S. Kenik'],,http://books.google.nl/books?id=mf9PAQAACAAJ&dq=Armed+Response:+A+Comprehensive+Guide+to+Using+Firearms+for+Self-Defense&hl=&cd=1&source=gbs_api,,2004-01-01,http://books.google.nl/books?id=mf9PAQAACAAJ&dq=Armed+Response:+A+Comprehensive+Guide+to+Using+Firearms+for+Self-Defense&hl=&source=gbs_api,,
Crucial Confrontations,"The authors of the New York Times bestseller Crucial Conversations show you how to achieve personal, team, and organizational success by healing broken promises, resolving violated expectations, and influencing good behavior Discover skills to resolve touchy, controversial, and complex issues at work and at home--now available in this follow-up to the internationally popular Crucial Conversations. Behind the problems that routinely plague organizations and families, you'll find individuals who are either unwilling or unable to deal with failed promises. Others have broken rules, missed deadlines, failed to live up to commitments, or just plain behaved badly--and nobody steps up to the issue. Or they do, but do a lousy job and create a whole new set of problems. Accountability suffers and new problems spring up. New research demonstrates that these disappointments aren't just irritating, they're costly--sapping organizational performance by twenty to fifty percent and accounting for up to ninety percent of divorces. Crucial Confrontations teaches skills drawn from 10,000 hours of real-life observations to increase confidence in facing issues like: An employee speaks to you in an insulting tone that crosses the line between sarcasm and insubordination. Now what? Your boss just committed you to a deadline you know you can't meet--and not-so-subtly hinted he doesn't want to hear complaints about it. Your son walks through the door sporting colorful new body art that raises your blood pressure by forty points. Speak now, pay later. An accountant wonders how to step up to a client who is violating the law. Can you spell unemployment? Family members fret over how to tell granddad that he should no longer drive his car. This is going to get ugly. A nurse worries about what to say to an abusive physician. She quickly remembers ""how things work around here"" and decides not to say anything. Everyone knows how to run for cover, or if adequately provoked, step up to these confrontations in a way that causes a real ruckus. That we have down pat. Crucial Confrontations teaches you how to deal with violated expectations in a way that solves the problem at hand, and doesn't harm the relationship--and in fact, even strengthens it. Crucial Confrontations borrows from twenty years of research involving two groups. More than 25,000 people helped the authors identify those who were most influential during crucial confrontations. They spent 10,000 hours watching these people, documented what they saw, and then trained and tested with more than 300,000 people. Second, they measured the impact of crucial confrontations improvements on organizational and team performance--the results were immediate and sustainable: twenty to fifty percent improvements in measurable performance.","['Kerry Patterson', 'Joseph Grenny', 'Ron McMillan', 'Al Switzler']",http://books.google.com/books/content?id=I1oOcpvsmOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=I1oOcpvsmOkC&q=Crucial+Confrontations&dq=Crucial+Confrontations&hl=&cd=1&source=gbs_api,McGraw Hill Professional,2004-08-26,http://books.google.nl/books?id=I1oOcpvsmOkC&dq=Crucial+Confrontations&hl=&source=gbs_api,['Business & Economics'],4.0
Wellfleet: A Cape Cod Village (MA) (Images of America) (Images of America (Arcadia Publishing)),"When Pres. John F. Kennedy established the Cape Cod National Seashore in 1961, it was acclaimed as the ""finest victory ever recorded for the cause of conservation in New England."" When erosion and overdevelopment threatened the Cape, the idea of a national seashore took hold, forever protecting this treasured place. The park preserves 44,000 acres of forest, marsh, bog, and ponds, and a 40-mile stretch from Provincetown to Chatham, which Henry David Thoreau called the ""Great Beach."" Unlike other national parks at the time, the Cape Cod National Seashore was created from a combination of private, town, state, and federal lands. Cape Cod National Seashore: The First 50 Years captures the political drama of the creation of this extraordinary seashore. Images detail an early Native American presence and the romance of whaling, shipwrecks, lighthouses, windmills, and dune shacks.",['Daniel Lombardo'],http://books.google.com/books/content?id=pMUFlCq2JtAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pMUFlCq2JtAC&pg=PT3&dq=Wellfleet:+A+Cape+Cod+Village+(MA)+(Images+of+America)+(Images+of+America+(Arcadia+Publishing))&hl=&cd=1&source=gbs_api,Arcadia Publishing,2010,http://books.google.nl/books?id=pMUFlCq2JtAC&dq=Wellfleet:+A+Cape+Cod+Village+(MA)+(Images+of+America)+(Images+of+America+(Arcadia+Publishing))&hl=&source=gbs_api,['History'],
Bettie Page: The Life of a Pin-Up Legend,"Bettie Page--the most celebrated pin-up model ever--can seduce a whole new audience in this paperback edition of the hardcover bestseller--the only Bettie Page book authorized by and featuring a Foreword by Page herself. ""Forget Marilyn Monroe and Jayne Mansfield. Unlike her highly polished, peroxided rivals for 1950s pin-up fame, Bettie Page had something else"".--""New York Times"". 500 photos, many in color.","['Karen Essex', 'James L. Swanson']",http://books.google.com/books/content?id=2DsOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=2DsOAAAACAAJ&dq=Bettie+Page:+The+Life+of+a+Pin-Up+Legend&hl=&cd=1&source=gbs_api,Stoddart,1998,http://books.google.nl/books?id=2DsOAAAACAAJ&dq=Bettie+Page:+The+Life+of+a+Pin-Up+Legend&hl=&source=gbs_api,['Antiques & Collectibles'],
Poems of Power,"Unlike some other reproductions of classic texts (1) We have not used OCR(Optical Character Recognition), as this leads to bad quality books with introduced typos. (2) In books where there are images such as portraits, maps, sketches etc We have endeavoured to keep the quality of these images, so they represent accurately the original artefact. Although occasionally there may be certain imperfections with these old texts, we feel they deserve to be made available for future generations to enjoy.",['Wilcox Ella Wheeler'],http://books.google.com/books/content?id=1TaXDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=1TaXDAEACAAJ&dq=Poems+of+Power&hl=&cd=1&source=gbs_api,Hardpress Publishing,2016-06-21,http://books.google.nl/books?id=1TaXDAEACAAJ&dq=Poems+of+Power&hl=&source=gbs_api,,
Teach Yourself Instant Russian Audio Pack,"Russian in just minutes a day! Even if you have failed in traditional language-learning courses, you will succeed with Teach Yourself Instant Russian. In 35 minutes a day for six weeks (including one day off each week), you will be able to speak confidently in the language. You will learn 400 key words and expressions and only the most important grammar tips so you can communicate quickly and easily. The two audio CDs provide you with pronunciation of vocabulary and reinforcment exercises Great for beginners or those traveling abroad for its easy-to-use format and quick learning time This new edition contains additional exercises and flashcards",['Elisabeth Smith'],http://books.google.com/books/content?id=VK4QnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=VK4QnQEACAAJ&dq=Teach+Yourself+Instant+Russian+Audio+Pack&hl=&cd=1&source=gbs_api,McGraw-Hill,2006-11-27,http://books.google.nl/books?id=VK4QnQEACAAJ&dq=Teach+Yourself+Instant+Russian+Audio+Pack&hl=&source=gbs_api,['Foreign Language Study'],
Milton's God,,['William Empson'],http://books.google.com/books/content?id=GckIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GckIAQAAIAAJ&q=Milton%27s+God&dq=Milton%27s+God&hl=&cd=1&source=gbs_api,,1965,http://books.google.nl/books?id=GckIAQAAIAAJ&dq=Milton%27s+God&hl=&source=gbs_api,['God'],
Treasure Chests: The Legacy of Extraordinary Boxes,"From time immemorial, people have used chests to protect their greatest valuables. In this work, Lon Schleining offers a highly visual guided tour of the world's most ancient and enduring furniture form.",['Lon Schleining'],http://books.google.com/books/content?id=xA91sJ1LNQIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=xA91sJ1LNQIC&printsec=frontcover&dq=Treasure+Chests:+The+Legacy+of+Extraordinary+Boxes&hl=&cd=1&source=gbs_api,Taunton Press,2003,http://books.google.nl/books?id=xA91sJ1LNQIC&dq=Treasure+Chests:+The+Legacy+of+Extraordinary+Boxes&hl=&source=gbs_api,['House & Home'],1.0
Colsec Rebellion,"In this thrilling conclusion to the ColSec Trilogy, five young outcasts return from exile to free Earth from an authoritarian government. In the savage streets, they rally the Earth's people to fight for freedom.",['Douglas Hill'],http://books.google.com/books/content?id=kLn4AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=kLn4AwAAQBAJ&pg=PT11&dq=Colsec+Rebellion&hl=&cd=1&source=gbs_api,Hachette UK,2014-07-31,https://play.google.com/store/books/details?id=kLn4AwAAQBAJ&source=gbs_api,['Fiction'],
Williwaw!,Please set UK price. I don't know the conversion figures.,['Leonard Feinberg'],http://books.google.com/books/content?id=fE31tq-AcLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fE31tq-AcLoC&pg=PA19&dq=Williwaw!&hl=&cd=1&source=gbs_api,"Pilgrims Process, Inc.",2003-01-15,http://books.google.nl/books?id=fE31tq-AcLoC&dq=Williwaw!&hl=&source=gbs_api,['Fiction'],
"Woman at the window, a novel","Instant #1 New York Times Bestseller! For readers of Gillian Flynn and Tana French comes one of the decade’s most anticipated debuts, to be published in thirty-six languages around the world and already in development as a major film from Fox: a twisty, powerful Hitchcockian thriller about an agoraphobic woman who believes she witnessed a crime in a neighboring house. It isn’t paranoia if it’s really happening . . . Anna Fox lives alone—a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors. Then the Russells move into the house across the way: a father, mother, their teenaged son. The perfect family. But when Anna, gazing out her window one night, sees something she shouldn’t, her world begins to crumble and its shocking secrets are laid bare. What is real? What is imagined? Who is in danger? Who is in control? In this diabolically gripping thriller, no one—and nothing—is what it seems. Twisty and powerful, ingenious and moving, The Woman in the Window is a smart, sophisticated novel of psychological suspense that recalls the best of Hitchcock.",['A. J. Finn'],http://books.google.com/books/content?id=bZpOtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=bZpOtAEACAAJ&dq=Woman+at+the+window,+a+novel&hl=&cd=1&source=gbs_api",William Morrow Paperbacks,2019-03-05,"http://books.google.nl/books?id=bZpOtAEACAAJ&dq=Woman+at+the+window,+a+novel&hl=&source=gbs_api",['Fiction'],142.0
Schizophrenia : questions and answers (SuDoc HE 20.8102:Sch 3/6),Index of U.S. government literature on health statistics and research information and health care delivery and education material for the lay public.,,http://books.google.com/books/content?id=8mNtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=8mNtAAAAMAAJ&pg=RA2-PA7&dq=Schizophrenia+:+questions+and+answers+(SuDoc+HE+20.8102:Sch+3/6)&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=8mNtAAAAMAAJ&dq=Schizophrenia+:+questions+and+answers+(SuDoc+HE+20.8102:Sch+3/6)&hl=&source=gbs_api,['Government publications'],
All You Wanted to Know About Chakras and Nadis,,['Ravindra Kumar'],http://books.google.com/books/content?id=_sHZGTOtBugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=_sHZGTOtBugC&pg=PA130&dq=All+You+Wanted+to+Know+About+Chakras+and+Nadis&hl=&cd=1&source=gbs_api,Sterling Publishers Pvt. Ltd,2001-07-01,http://books.google.nl/books?id=_sHZGTOtBugC&dq=All+You+Wanted+to+Know+About+Chakras+and+Nadis&hl=&source=gbs_api,,
Ruby Ann's Down Home Trailer Park Guide To Livin' Real Good,"Even those who live in a house without wheels can now share in the very special lifestyle afforded by the unique trailer park milieu. Ruby Ann shares her secrets for livin' life to the fullest along with anecdotes from the vaults of the High Chaparral trailer park where hot sex, warm spam and cold beer are just the beginning. With b/w photos throughout.",['Ruby Ann Boxcar'],http://books.google.com/books/content?id=KjU7wR8Y3dwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KjU7wR8Y3dwC&dq=Ruby+Ann%27s+Down+Home+Trailer+Park+Guide+To+Livin%27+Real+Good&hl=&cd=1&source=gbs_api,Citadel Press,2003,http://books.google.nl/books?id=KjU7wR8Y3dwC&dq=Ruby+Ann%27s+Down+Home+Trailer+Park+Guide+To+Livin%27+Real+Good&hl=&source=gbs_api,['Humor'],
